"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006M","B08303_006MA","B08303_006EA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031828506","Census Tract 8285.06, Cook County, Illinois","3582","null","490","null","0","null","15","null","136","92","null","null","448","264","null","null","480","178","null","null","477","197","null","null","361","194","null","null","521","195","null","null","96","null","66","null","157","139","null","null","548","null","186","null","139","null","81","null","219","null","140","null",
"1400000US17031828601","Census Tract 8286.01, Cook County, Illinois","2040","null","193","null","53","null","43","null","228","98","null","null","207","71","null","null","281","96","null","null","181","76","null","null","140","73","null","null","94","45","null","null","96","null","71","null","178","72","null","null","254","null","79","null","287","null","91","null","41","null","34","null",
"1400000US17031828602","Census Tract 8286.02, Cook County, Illinois","1909","null","149","null","37","null","29","null","279","119","null","null","260","105","null","null","106","55","null","null","226","74","null","null","89","50","null","null","126","53","null","null","50","null","31","null","175","86","null","null","320","null","108","null","213","null","81","null","28","null","26","null",
"1400000US17031828701","Census Tract 8287.01, Cook County, Illinois","1610","null","253","null","36","null","41","null","311","174","null","null","262","108","null","null","59","47","null","null","169","113","null","null","97","69","null","null","261","111","null","null","61","null","73","null","62","67","null","null","117","null","65","null","130","null","79","null","45","null","37","null",
"1400000US17031828702","Census Tract 8287.02, Cook County, Illinois","1597","null","196","null","69","null","64","null","75","54","null","null","86","63","null","null","116","49","null","null","174","65","null","null","152","80","null","null","189","69","null","null","98","null","122","null","159","96","null","null","245","null","97","null","158","null","80","null","76","null","55","null",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","2186","null","296","null","27","null","25","null","308","117","null","null","197","79","null","null","219","102","null","null","132","64","null","null","204","140","null","null","297","108","null","null","15","null","17","null","69","55","null","null","333","null","136","null","292","null","86","null","93","null","61","null",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","1583","null","207","null","41","null","33","null","308","130","null","null","290","101","null","null","133","67","null","null","273","107","null","null","81","48","null","null","138","89","null","null","9","null","13","null","8","13","null","null","175","null","74","null","83","null","60","null","44","null","37","null",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","1375","null","199","null","46","null","43","null","152","81","null","null","327","122","null","null","71","42","null","null","161","73","null","null","26","32","null","null","202","110","null","null","44","null","42","null","61","51","null","null","93","null","56","null","159","null","89","null","33","null","32","null",
"1400000US17031829000","Census Tract 8290, Cook County, Illinois","273","null","106","null","30","null","43","null","5","8","null","null","71","48","null","null","87","76","null","null","12","18","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","11","null","null","45","null","37","null","8","null","14","null","15","null","12","null",
"1400000US17031829100","Census Tract 8291, Cook County, Illinois","1369","null","222","null","28","null","31","null","120","66","null","null","186","94","null","null","110","69","null","null","389","166","null","null","122","80","null","null","173","97","null","null","70","null","56","null","60","69","null","null","60","null","60","null","17","null","21","null","34","null","31","null",
"1400000US17031829200","Census Tract 8292, Cook County, Illinois","2671","null","333","null","92","null","85","null","291","138","null","null","218","125","null","null","380","138","null","null","302","125","null","null","194","130","null","null","546","240","null","null","116","null","108","null","113","92","null","null","159","null","117","null","199","null","106","null","61","null","58","null",
"1400000US17031829301","Census Tract 8293.01, Cook County, Illinois","1483","null","232","null","70","null","62","null","138","76","null","null","140","82","null","null","221","98","null","null","241","107","null","null","36","32","null","null","241","126","null","null","28","null","34","null","49","55","null","null","161","null","82","null","140","null","86","null","18","null","27","null",
"1400000US17031829302","Census Tract 8293.02, Cook County, Illinois","1001","null","190","null","31","null","31","null","67","51","null","null","80","53","null","null","137","81","null","null","147","89","null","null","74","65","null","null","137","75","null","null","34","null","50","null","28","39","null","null","221","null","85","null","30","null","35","null","15","null","19","null",
"1400000US17031829401","Census Tract 8294.01, Cook County, Illinois","372","null","129","null","0","null","11","null","9","14","null","null","96","55","null","null","36","29","null","null","49","50","null","null","0","11","null","null","75","62","null","null","0","null","11","null","26","27","null","null","33","null","45","null","45","null","39","null","3","null","10","null",
"1400000US17031829402","Census Tract 8294.02, Cook County, Illinois","1362","null","206","null","14","null","17","null","0","11","null","null","292","122","null","null","136","93","null","null","144","106","null","null","202","131","null","null","218","110","null","null","63","null","68","null","32","26","null","null","44","null","33","null","142","null","108","null","75","null","55","null",
"1400000US17031829500","Census Tract 8295, Cook County, Illinois","1367","null","220","null","0","null","11","null","99","56","null","null","239","101","null","null","173","79","null","null","235","92","null","null","62","36","null","null","179","103","null","null","75","null","51","null","31","29","null","null","199","null","110","null","40","null","34","null","35","null","29","null",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","1290","null","186","null","107","null","77","null","89","55","null","null","153","89","null","null","164","81","null","null","181","78","null","null","99","80","null","null","263","108","null","null","37","null","43","null","21","25","null","null","126","null","80","null","50","null","47","null","0","null","11","null",
